supplier_id,transport_company_id,site_id,transport_date,distance_km,co2_emissions_kg,transport_cost,transported_weight_kg
5,2,3,2025-10-29,964.19,11.32,1038.99,147.68
6,2,3,2025-10-29,311.86,3.72,334.37,147.79
7,2,3,2025-10-29,1002.9,13.15,1122.5,168.34
8,5,3,2025-10-29,1809.06,3.91,1174.45,145.95
1,2,4,2025-10-29,693.96,3.64,752.18,66.78
2,2,4,2025-10-29,998.28,5.4,1128.62,69.87
3,5,4,2025-10-29,937.15,0.89,600.44,63.31
4,3,4,2025-10-29,1889.71,9.44,1937.3,69.63
5,1,4,2025-10-29,1312.33,7.27,1554.07,64.44
6,4,4,2025-10-29,705.68,1.07,589.41,59.78
7,2,4,2025-10-29,637.17,3.12,715.6,60.69
8,3,4,2025-10-29,1417.07,7.15,1471.72,66.23
1,4,5,2025-10-29,596.28,5.23,513.86,340.09
2,2,5,2025-10-29,673.33,20.71,726.51,387.17
3,2,5,2025-10-29,1127.7,36.83,1232.07,399.97
4,5,5,2025-10-29,1670.22,8.94,1063.95,348.1
5,1,5,2025-10-29,1090.04,36.9,1259.04,385.49
6,2,5,2025-10-29,633.96,20.26,712.75,395.67
7,4,5,2025-10-29,825.5,7.55,698.39,353.44
8,5,5,2025-10-29,1244.51,7.36,797.61,375.3
1,1,1,2025-10-30,452.11,3.22,526.72,88.21
2,3,1,2025-10-30,684.47,4.19,706.43,85.2
3,5,1,2025-10-30,940.07,1.22,603.55,90.46
4,3,1,2025-10-30,1814.51,12.88,1849.95,94.64
5,2,1,2025-10-30,935.1,5.77,1007.34,77.97
6,4,1,2025-10-30,447.48,0.89,372.21,80.99
7,1,1,2025-10-30,777.42,5.69,919.2,89.39
8,5,1,2025-10-30,1406.65,2.06,896.61,93.75
1,1,2,2025-10-30,552.44,0.36,652.44,7.38
2,3,2,2025-10-30,998.05,0.62,1047.19,8.57
3,5,2,2025-10-30,629.17,0.08,407.38,8.3
4,5,2,2025-10-30,2027.42,0.26,1308.89,8.08
5,4,2,2025-10-30,1139.46,0.22,944.71,7.39
6,1,2,2025-10-30,524.13,0.33,605.04,7.3
7,4,2,2025-10-30,954.76,0.17,809.28,7.3
8,3,2,2025-10-30,1673.26,1.01,1717.01,7.74
1,4,3,2025-10-30,296.54,1.03,255.03,137.71
2,4,3,2025-10-30,1034.44,3.56,876.28,138.04
3,1,3,2025-10-30,471.36,6.2,545.33,150.41
4,5,3,2025-10-30,2304.43,4.4,1491.37,133.51
5,1,3,2025-10-30,982.36,13.06,1118.93,157.06
6,2,3,2025-10-30,287.15,3.57,318.78,151.55
7,2,3,2025-10-30,1037.67,12.17,1120.42,148.5
8,3,3,2025-10-30,1738.44,18.92,1829.8,138.88
1,1,4,2025-10-30,749.6,5.52,839.4,84.08
2,4,4,2025-10-30,999.07,1.95,863.6,76.52
3,2,4,2025-10-30,921.23,6.92,1033.72,91.66
4,3,4,2025-10-30,1867.78,10.67,1905.96,76.43
5,4,4,2025-10-30,1253.07,2.5,1085.9,79.54
6,2,4,2025-10-30,729.97,5.34,819.43,89.58
7,4,4,2025-10-30,662.16,1.37,578.82,85.55
8,5,4,2025-10-30,1303.08,1.59,834.38,78.91
1,4,5,2025-10-30,623.31,4.24,535.72,270.32
2,3,5,2025-10-30,621.9,14.51,660.95,297.58
3,5,5,2025-10-30,1159.49,5.22,768.86,301.26
4,5,5,2025-10-30,1717.27,7.64,1110.54,282.71
5,2,5,2025-10-30,1096.43,26.04,1173.7,304.61
6,4,5,2025-10-30,633.29,4.28,536.65,268.02
7,2,5,2025-10-30,835.47,18.72,938.43,275.01
8,5,5,2025-10-30,1229.85,4.8,796.38,273.08
1,1,1,2025-10-31,464.46,3.05,550.24,75.82
2,4,1,2025-10-31,729.79,1.63,606.99,88.19
3,5,1,2025-10-31,918.27,1.03,600.57,77.09
4,3,1,2025-10-31,1769.15,9.45,1832.9,74.91
5,4,1,2025-10-31,874.66,1.64,725.51,76.73
6,4,1,2025-10-31,472.34,0.99,413.29,87.28
7,2,1,2025-10-31,756.82,4.63,839.65,78.88
8,3,1,2025-10-31,1522.31,9.74,1643.39,87.25
1,1,2,2025-10-31,559.87,0.5,631.25,10.22
2,2,2,2025-10-31,1011.93,0.89,1139.08,10.88
3,1,2,2025-10-31,597.81,0.57,693.79,10.73
4,3,2,2025-10-31,2110.72,1.69,2228.58,10.49
5,4,2,2025-10-31,1203.08,0.33,995.6,11.35
6,4,2,2025-10-31,541.42,0.14,472.56,10.33
7,4,2,2025-10-31,964.41,0.24,800.34,10.12
8,5,2,2025-10-31,1569.8,0.27,1033.41,11.54
1,2,3,2025-10-31,287.29,3.07,311.0,134.89
2,3,3,2025-10-31,1087.07,10.95,1157.8,137.5
3,1,3,2025-10-31,443.71,5.79,512.91,152.92
4,3,3,2025-10-31,2266.54,22.87,2320.25,134.64
5,1,3,2025-10-31,941.58,11.77,1080.31,150.37
6,4,3,2025-10-31,293.24,1.07,245.44,141.6
7,4,3,2025-10-31,1003.66,3.96,874.2,153.62
8,3,3,2025-10-31,1879.18,20.85,2016.87,142.81
1,2,4,2025-10-31,733.33,3.93,808.64,66.63
2,2,4,2025-10-31,1084.3,4.82,1160.82,56.82
3,1,4,2025-10-31,923.93,4.96,1071.79,60.79
4,5,4,2025-10-31,1951.83,1.74,1290.73,62.53
5,1,4,2025-10-31,1304.92,7.55,1486.74,66.76
6,1,4,2025-10-31,742.47,3.98,849.2,61.14
7,1,4,2025-10-31,646.94,3.39,743.07,61.12
8,5,4,2025-10-31,1400.06,1.34,908.22,62.56
1,1,5,2025-10-31,622.81,16.89,739.81,328.94
2,2,5,2025-10-31,637.47,16.11,685.5,317.61
3,1,5,2025-10-31,1093.95,31.12,1243.45,326.74
4,3,5,2025-10-31,1783.53,45.37,1840.59,337.3
5,4,5,2025-10-31,1014.78,6.88,842.96,282.28
6,2,5,2025-10-31,640.99,14.91,723.36,287.09
7,4,5,2025-10-31,833.08,5.92,701.73,290.86
8,5,5,2025-10-31,1258.39,5.89,802.43,309.2
1,2,1,2025-11-01,472.94,1.11,531.06,28.98
2,2,1,2025-11-01,738.77,1.99,809.1,33.33
3,5,1,2025-11-01,920.73,0.39,580.95,29.01
4,5,1,2025-11-01,1776.74,0.81,1134.14,29.86
5,1,1,2025-11-01,874.3,2.23,999.18,30.34
6,2,1,2025-11-01,446.7,1.1,497.19,31.94
7,2,1,2025-11-01,754.23,1.75,844.72,29.26
8,3,1,2025-11-01,1492.91,3.92,1569.98,33.6
1,1,2,2025-11-01,541.67,0.1,637.35,2.13
2,4,2,2025-11-01,941.35,0.05,782.86,1.98
3,2,2,2025-11-01,604.77,0.09,662.87,1.93
4,5,2,2025-11-01,2049.69,0.06,1310.12,2.01
5,4,2,2025-11-01,1139.64,0.06,948.52,1.9
6,4,2,2025-11-01,565.49,0.02,485.33,1.85
7,2,2,2025-11-01,958.0,0.18,1052.37,2.2
8,3,2,2025-11-01,1710.1,0.24,1748.49,1.85
1,1,3,2025-11-01,305.96,1.25,352.98,45.95
2,3,3,2025-11-01,1022.99,3.42,1077.54,46.4
3,2,3,2025-11-01,462.9,1.83,510.13,47.69
4,5,3,2025-11-01,2249.86,1.75,1489.63,50.95
5,2,3,2025-11-01,948.24,3.92,1055.75,49.6
6,1,3,2025-11-01,309.81,1.36,352.97,49.84
7,2,3,2025-11-01,1037.83,4.12,1154.55,50.8
8,5,3,2025-11-01,1781.11,1.18,1155.11,46.22
1,1,4,2025-11-01,753.92,1.53,890.06,24.78
2,2,4,2025-11-01,1008.48,1.86,1098.78,24.16
3,5,4,2025-11-01,924.12,0.3,598.02,21.84
4,3,4,2025-11-01,2009.28,3.66,2138.03,25.07
5,2,4,2025-11-01,1252.84,2.22,1339.37,23.1
6,4,4,2025-11-01,749.93,0.47,631.8,25.55
7,4,4,2025-11-01,669.38,0.38,553.7,23.34
8,5,4,2025-11-01,1291.35,0.46,849.15,22.96
1,4,5,2025-11-01,634.91,2.14,532.79,142.09
2,3,5,2025-11-01,679.49,7.27,721.97,141.17
3,2,5,2025-11-01,1154.62,13.63,1242.96,142.87
4,3,5,2025-11-01,1625.97,18.21,1713.23,143.58
5,1,5,2025-11-01,998.51,11.03,1132.49,136.71
6,2,5,2025-11-01,610.37,7.28,688.9,145.66
7,4,5,2025-11-01,863.72,3.07,715.07,136.78
8,5,5,2025-11-01,1241.58,2.85,800.8,158.58
1,4,1,2025-11-03,469.46,1.03,402.07,85.06
2,4,1,2025-11-03,707.39,1.35,600.47,74.93
3,5,1,2025-11-03,905.73,1.03,592.89,78.46
4,3,1,2025-11-03,1901.38,12.85,1999.27,86.55
5,1,1,2025-11-03,924.15,6.21,1079.97,80.91
6,1,1,2025-11-03,464.38,3.32,532.27,80.72
7,2,1,2025-11-03,765.04,4.89,866.02,80.4
8,3,1,2025-11-03,1443.54,9.11,1525.47,85.67
1,4,2,2025-11-03,562.84,0.15,483.48,10.84
2,2,2,2025-11-03,998.52,0.86,1083.47,10.95
3,5,2,2025-11-03,628.22,0.1,414.02,10.61
4,5,2,2025-11-03,1967.24,0.29,1252.97,9.91
5,2,2,2025-11-03,1179.01,0.99,1319.8,10.63
6,2,2,2025-11-03,531.24,0.43,572.66,10.34
7,2,2,2025-11-03,982.55,0.85,1110.27,10.76
8,5,2,2025-11-03,1640.41,0.29,1089.62,11.67
1,1,3,2025-11-03,291.77,3.71,331.2,143.39
2,3,3,2025-11-03,1004.03,11.93,1029.2,153.2
3,1,3,2025-11-03,428.49,5.04,503.73,133.97
4,5,3,2025-11-03,2136.59,5.09,1393.53,155.0
5,1,3,2025-11-03,991.38,11.22,1119.58,135.95
6,2,3,2025-11-03,300.99,3.42,329.86,146.59
7,2,3,2025-11-03,1094.83,11.49,1181.36,132.4
8,3,3,2025-11-03,1751.87,18.7,1812.37,141.34
1,2,4,2025-11-03,739.91,4.42,804.12,73.5
2,2,4,2025-11-03,1098.74,6.01,1227.35,71.49
3,1,4,2025-11-03,932.87,6.05,1080.26,77.83
4,5,4,2025-11-03,1872.34,2.18,1194.7,75.8
5,2,4,2025-11-03,1308.62,7.29,1457.1,68.81
6,4,4,2025-11-03,725.12,1.49,622.61,78.55
7,4,4,2025-11-03,672.44,1.42,568.68,81.35
8,5,4,2025-11-03,1291.7,1.35,820.77,69.05
1,1,5,2025-11-03,602.35,19.68,717.01,388.11
2,3,5,2025-11-03,648.86,16.58,704.56,355.97
3,5,5,2025-11-03,1164.47,5.77,751.89,329.51
4,5,5,2025-11-03,1678.52,7.91,1077.06,328.8
5,2,5,2025-11-03,1005.24,29.78,1127.58,358.05
6,4,5,2025-11-03,603.77,5.9,514.79,395.75
7,1,5,2025-11-03,849.73,26.68,1005.35,358.59
8,3,5,2025-11-03,1190.22,29.39,1258.22,335.32
1,4,1,2025-11-04,456.47,0.75,387.59,66.93
2,2,1,2025-11-04,737.59,3.99,821.94,66.18
3,1,1,2025-11-04,942.0,5.15,1095.27,66.47
4,3,1,2025-11-04,1785.74,9.04,1887.84,67.33
5,1,1,2025-11-04,875.47,4.96,1032.74,63.91
6,2,1,2025-11-04,469.6,2.41,513.43,65.78
7,4,1,2025-11-04,736.89,1.24,644.49,68.61
8,5,1,2025-11-04,1450.78,1.32,946.85,59.93
1,4,2,2025-11-04,565.52,0.14,479.07,9.41
2,3,2,2025-11-04,1016.09,0.74,1057.04,9.78
3,2,2,2025-11-04,630.96,0.44,707.55,8.89
4,5,2,2025-11-04,1965.49,0.27,1249.84,9.35
5,4,2,2025-11-04,1120.34,0.25,972.21,8.79
6,4,2,2025-11-04,549.1,0.13,462.5,9.81
7,1,2,2025-11-04,965.87,0.77,1099.28,8.98
8,3,2,2025-11-04,1658.38,1.1,1716.27,8.96
1,4,3,2025-11-04,287.04,1.11,247.6,148.35
2,3,3,2025-11-04,1029.06,13.38,1087.67,168.69
3,5,3,2025-11-04,459.95,1.22,294.46,169.1
4,5,3,2025-11-04,2277.56,6.09,1452.91,170.46
5,2,3,2025-11-04,985.5,13.94,1110.33,168.94
6,4,3,2025-11-04,301.18,1.26,256.36,164.16
7,4,3,2025-11-04,1079.69,4.23,891.97,162.17
8,3,3,2025-11-04,1829.64,22.66,1976.76,165.61
1,2,4,2025-11-04,696.63,4.09,756.15,74.1
2,3,4,2025-11-04,1032.2,5.37,1072.67,70.04
3,1,4,2025-11-04,886.15,4.6,1043.84,63.84
4,3,4,2025-11-04,1991.4,9.73,2109.39,64.38
5,2,4,2025-11-04,1316.06,7.62,1442.37,70.04
6,4,4,2025-11-04,714.76,1.37,599.14,73.61
7,2,4,2025-11-04,670.01,3.79,716.31,73.54
8,5,4,2025-11-04,1359.0,1.45,862.94,71.19
1,4,5,2025-11-04,609.76,5.39,517.71,365.52
2,2,5,2025-11-04,665.47,17.65,753.39,335.31
3,2,5,2025-11-04,1110.23,33.01,1215.05,363.13
4,5,5,2025-11-04,1710.41,10.33,1093.73,384.81
5,2,5,2025-11-04,1009.55,27.64,1143.88,355.03
6,1,5,2025-11-04,598.86,19.71,675.87,379.01
7,4,5,2025-11-04,814.36,6.29,705.05,320.33
8,3,5,2025-11-04,1191.48,33.23,1250.46,370.64
1,4,1,2025-11-05,461.31,0.86,397.06,75.38
2,2,1,2025-11-05,704.89,3.94,761.3,72.44
3,5,1,2025-11-05,861.15,0.86,576.94,65.15
4,3,1,2025-11-05,1834.44,10.06,1899.43,71.53
5,4,1,2025-11-05,877.41,1.59,747.46,71.63
6,2,1,2025-11-05,474.72,2.84,511.66,74.81
7,2,1,2025-11-05,779.44,4.51,854.4,70.55
8,5,1,2025-11-05,1393.02,1.51,912.7,72.48
1,2,2,2025-11-05,562.4,0.28,610.41,6.05
2,4,2,2025-11-05,984.1,0.15,814.52,6.33
3,2,2,2025-11-05,646.66,0.28,712.43,5.6
4,3,2,2025-11-05,2114.86,0.94,2192.82,5.75
5,4,2,2025-11-05,1205.75,0.19,1029.01,6.19
6,4,2,2025-11-05,539.98,0.09,453.54,6.79
7,1,2,2025-11-05,910.3,0.51,1065.56,6.47
8,3,2,2025-11-05,1663.07,0.71,1719.63,5.78
1,4,3,2025-11-05,309.82,1.02,257.78,137.63
2,2,3,2025-11-05,1001.5,11.32,1113.59,147.6
3,1,3,2025-11-05,456.54,5.03,522.96,135.44
4,5,3,2025-11-05,2097.05,3.92,1354.67,129.56
5,2,3,2025-11-05,918.19,8.93,1027.58,127.92
6,2,3,2025-11-05,299.94,3.2,336.37,131.76
7,1,3,2025-11-05,1015.97,12.67,1168.44,147.77
8,5,3,2025-11-05,1846.82,3.81,1182.49,134.26
1,2,4,2025-11-05,717.67,3.77,786.47,65.45
2,4,4,2025-11-05,1020.52,1.91,893.5,72.6
3,1,4,2025-11-05,874.64,5.05,1025.22,65.11
4,5,4,2025-11-05,1899.83,2.14,1233.92,71.76
5,1,4,2025-11-05,1332.11,7.89,1493.87,69.46
6,2,4,2025-11-05,747.75,3.87,845.96,65.74
7,2,4,2025-11-05,652.96,3.24,736.71,63.83
8,3,4,2025-11-05,1302.65,7.23,1368.65,75.03
1,4,5,2025-11-05,621.22,4.31,520.98,287.11
2,3,5,2025-11-05,652.82,12.32,699.45,261.44
3,2,5,2025-11-05,1146.25,25.84,1230.51,283.14
4,5,5,2025-11-05,1756.37,7.69,1158.42,285.36
5,4,5,2025-11-05,1017.08,7.27,877.93,292.95
6,2,5,2025-11-05,607.63,14.15,677.81,292.06
7,2,5,2025-11-05,813.4,16.22,914.2,259.42
8,5,5,2025-11-05,1287.55,5.49,847.41,292.51
1,1,1,2025-11-06,460.53,2.56,533.64,66.66
2,3,1,2025-11-06,747.79,3.79,782.45,69.18
3,2,1,2025-11-06,888.41,4.39,949.36,64.3
4,3,1,2025-11-06,1793.09,9.05,1883.79,66.1
5,2,1,2025-11-06,867.17,4.3,971.94,63.98
6,2,1,2025-11-06,448.12,2.32,496.77,63.93
7,2,1,2025-11-06,735.43,3.52,796.81,62.89
8,5,1,2025-11-06,1495.54,1.66,992.48,74.06
1,1,2,2025-11-06,539.39,0.56,629.28,12.21
2,4,2,2025-11-06,993.48,0.31,838.41,12.55
3,5,2,2025-11-06,640.11,0.12,421.84,12.57
4,3,2,2025-11-06,2062.96,1.9,2135.96,12.14
5,4,2,2025-11-06,1168.64,0.37,972.2,12.9
6,4,2,2025-11-06,531.0,0.14,439.99,11.2
7,1,2,2025-11-06,986.35,1.14,1147.16,13.58
8,3,2,2025-11-06,1574.11,1.52,1701.36,13.3
1,2,3,2025-11-06,292.07,3.4,324.63,152.38
2,4,3,2025-11-06,1072.94,3.9,914.73,141.74
3,5,3,2025-11-06,428.86,0.88,278.73,142.94
4,3,3,2025-11-06,2280.19,24.62,2349.79,138.91
5,2,3,2025-11-06,980.82,12.43,1054.67,156.65
6,1,3,2025-11-06,312.14,3.45,358.26,136.17
7,2,3,2025-11-06,1003.62,11.46,1120.65,142.31
8,5,3,2025-11-06,1793.17,3.67,1163.96,143.08
1,1,4,2025-11-06,692.72,2.73,789.91,44.84
2,2,4,2025-11-06,1069.82,4.51,1169.9,53.57
3,1,4,2025-11-06,866.4,3.75,970.68,49.23
4,5,4,2025-11-06,1882.62,1.58,1235.85,53.64
5,2,4,2025-11-06,1314.09,5.09,1467.12,47.19
6,2,4,2025-11-06,748.61,2.88,822.36,48.43
7,4,4,2025-11-06,678.1,0.86,580.75,51.9
8,3,4,2025-11-06,1320.04,5.02,1346.41,51.73
1,1,5,2025-11-06,640.89,15.17,760.86,271.42
2,3,5,2025-11-06,629.94,13.92,648.35,295.02
3,2,5,2025-11-06,1120.13,27.16,1211.89,312.75
4,5,5,2025-11-06,1759.0,8.61,1158.32,320.4
5,1,5,2025-11-06,1047.99,28.81,1219.23,310.91
6,1,5,2025-11-06,643.0,14.75,735.18,277.27
7,1,5,2025-11-06,836.6,19.33,957.77,271.94
8,5,5,2025-11-06,1312.34,5.46,862.53,290.7
1,1,1,2025-11-07,447.39,2.59,530.41,70.98
2,4,1,2025-11-07,748.6,1.31,636.84,68.21
3,1,1,2025-11-07,911.08,5.64,1036.15,74.99
4,3,1,2025-11-07,1810.26,9.63,1917.67,67.71
5,2,1,2025-11-07,941.74,5.7,1025.59,78.93
6,4,1,2025-11-07,462.84,0.82,397.49,70.97
7,4,1,2025-11-07,748.57,1.35,630.32,73.12
8,3,1,2025-11-07,1393.4,8.07,1483.59,79.43
1,1,2,2025-11-07,563.64,0.57,649.79,11.79
2,3,2,2025-11-07,956.1,0.87,974.9,11.9
3,5,2,2025-11-07,601.28,0.1,387.78,11.91
4,5,2,2025-11-07,2122.29,0.37,1389.17,11.93
5,1,2,2025-11-07,1201.88,1.33,1378.46,12.38
6,1,2,2025-11-07,538.38,0.6,617.38,12.54
7,1,2,2025-11-07,982.39,0.94,1099.19,11.78
8,5,2,2025-11-07,1599.28,0.25,1053.59,10.74
1,4,3,2025-11-07,299.59,0.81,249.06,107.7
2,2,3,2025-11-07,1053.57,10.08,1170.59,123.68
3,2,3,2025-11-07,441.61,4.53,489.98,123.01
4,3,3,2025-11-07,2185.54,16.39,2286.72,103.98
5,2,3,2025-11-07,903.52,8.99,1016.98,125.77
6,1,3,2025-11-07,287.55,2.96,333.14,120.43
7,1,3,2025-11-07,1088.17,11.61,1238.79,119.72
8,5,3,2025-11-07,1764.76,3.05,1114.87,111.78
1,2,4,2025-11-07,707.17,4.68,764.68,81.23
2,3,4,2025-11-07,1058.22,6.2,1120.58,81.13
3,2,4,2025-11-07,943.96,5.23,1015.42,68.0
4,5,4,2025-11-07,1914.85,2.07,1226.44,72.44
5,2,4,2025-11-07,1320.75,8.67,1491.74,78.42
6,4,4,2025-11-07,733.25,1.26,636.07,69.15
7,4,4,2025-11-07,675.41,1.22,584.14,75.09
8,3,4,2025-11-07,1289.85,6.95,1357.86,69.53
1,4,5,2025-11-07,632.58,6.35,537.86,403.13
2,2,5,2025-11-07,634.01,18.61,716.63,382.23
3,1,5,2025-11-07,1150.8,36.83,1366.39,386.87
4,3,5,2025-11-07,1771.62,59.1,1909.6,430.41
5,2,5,2025-11-07,1073.6,31.81,1216.39,372.15
6,2,5,2025-11-07,620.38,17.81,689.97,375.83
7,4,5,2025-11-07,860.74,8.4,734.71,374.1
8,3,5,2025-11-07,1235.76,38.25,1300.82,396.91
1,4,1,2025-11-08,450.91,0.31,376.01,28.26
2,3,1,2025-11-08,746.76,1.73,775.91,30.95
3,2,1,2025-11-08,864.49,2.13,938.28,32.14
4,3,1,2025-11-08,1760.82,3.87,1890.92,28.6
5,1,1,2025-11-08,875.49,2.2,1015.51,28.58
6,4,1,2025-11-08,452.02,0.38,378.84,33.38
7,1,1,2025-11-08,718.48,2.08,843.24,32.77
8,3,1,2025-11-08,1393.3,3.4,1483.18,32.36
1,1,2,2025-11-08,544.33,0.19,612.78,4.02
2,3,2,2025-11-08,955.48,0.29,990.59,4.01
3,2,2,2025-11-08,593.68,0.21,669.55,4.24
4,5,2,2025-11-08,2062.48,0.13,1355.78,4.37
5,4,2,2025-11-08,1178.1,0.12,1028.09,3.8
6,4,2,2025-11-08,554.05,0.06,483.14,3.9
7,4,2,2025-11-08,993.96,0.09,857.17,3.73
8,3,2,2025-11-08,1667.04,0.53,1699.49,4.21
1,4,3,2025-11-08,308.65,0.35,256.9,44.89
2,4,3,2025-11-08,1036.97,1.22,883.63,46.78
3,5,3,2025-11-08,444.54,0.33,287.58,51.2
4,3,3,2025-11-08,2174.71,8.57,2334.97,50.81
5,4,3,2025-11-08,970.63,1.14,801.98,47.12
6,4,3,2025-11-08,309.35,0.37,261.03,46.8
7,2,3,2025-11-08,1094.76,4.3,1211.81,49.74
8,5,3,2025-11-08,1829.45,1.31,1186.85,45.81
1,2,4,2025-11-08,718.73,1.83,796.95,30.9
2,2,4,2025-11-08,1001.62,2.26,1122.93,29.54
3,5,4,2025-11-08,866.98,0.39,562.87,30.69
4,3,4,2025-11-08,1962.86,4.3,2084.94,28.44
5,4,4,2025-11-08,1328.46,0.98,1122.94,29.37
6,2,4,2025-11-08,716.31,1.71,790.38,29.44
7,2,4,2025-11-08,634.5,1.52,708.97,29.18
8,3,4,2025-11-08,1293.48,2.97,1334.82,29.52
1,1,5,2025-11-08,604.41,4.73,708.65,93.7
2,4,5,2025-11-08,653.93,1.61,557.46,97.12
3,1,5,2025-11-08,1205.56,12.01,1424.6,114.09
4,5,5,2025-11-08,1671.72,2.83,1080.64,109.28
5,1,5,2025-11-08,1003.29,8.66,1176.81,104.51
6,1,5,2025-11-08,616.2,5.83,724.1,108.87
7,4,5,2025-11-08,858.6,2.32,717.02,108.75
8,3,5,2025-11-08,1230.72,9.43,1277.24,99.5
1,1,1,2025-11-10,472.96,3.44,543.39,82.37
2,4,1,2025-11-10,723.31,1.61,611.72,88.93
3,1,1,2025-11-10,865.06,6.16,983.44,81.51
4,5,1,2025-11-10,1910.81,2.25,1236.73,80.47
5,4,1,2025-11-10,932.25,2.05,789.21,90.25
6,1,1,2025-11-10,476.16,3.62,563.9,87.11
7,1,1,2025-11-10,732.45,5.08,846.33,82.59
8,5,1,2025-11-10,1385.74,1.8,920.04,88.94
1,2,2,2025-11-10,560.23,0.47,600.21,10.47
2,4,2,2025-11-10,938.51,0.25,774.23,10.61
3,2,2,2025-11-10,633.38,0.55,705.89,10.84
4,3,2,2025-11-10,2045.15,1.5,2161.45,9.79
5,4,2,2025-11-10,1204.89,0.29,999.94,9.94
6,4,2,2025-11-10,544.46,0.14,454.29,10.47
7,2,2,2025-11-10,939.05,0.87,1031.45,11.47
8,5,2,2025-11-10,1582.33,0.29,1013.57,11.71
1,1,3,2025-11-10,293.36,3.34,334.93,135.89
2,2,3,2025-11-10,1082.19,10.07,1170.73,119.28
3,2,3,2025-11-10,443.89,4.26,497.05,116.53
4,3,3,2025-11-10,2166.77,19.7,2302.34,125.07
5,2,3,2025-11-10,921.48,9.61,1015.58,127.67
6,2,3,2025-11-10,285.57,2.82,310.0,125.99
7,1,3,2025-11-10,1091.93,11.56,1224.33,122.69
8,3,3,2025-11-10,1784.38,15.74,1820.77,120.5
1,2,4,2025-11-10,730.89,4.78,810.9,78.95
2,4,4,2025-11-10,1047.89,1.94,909.83,77.31
3,2,4,2025-11-10,860.81,5.43,973.28,81.78
4,5,4,2025-11-10,1959.27,2.3,1240.72,76.17
5,2,4,2025-11-10,1263.09,8.51,1404.39,83.64
6,1,4,2025-11-10,753.37,4.96,868.42,80.83
7,1,4,2025-11-10,679.09,4.22,765.6,75.33
8,5,4,2025-11-10,1368.49,1.49,911.56,75.72
1,1,5,2025-11-10,645.89,15.69,751.66,299.73
2,4,5,2025-11-10,624.24,4.89,548.82,305.43
3,2,5,2025-11-10,1205.11,29.89,1349.47,309.51
4,3,5,2025-11-10,1739.59,43.48,1792.35,330.78
5,1,5,2025-11-10,1035.55,29.97,1186.77,354.89
6,1,5,2025-11-10,603.83,18.13,705.12,338.31
7,2,5,2025-11-10,818.3,21.14,923.91,332.19
8,5,5,2025-11-10,1232.66,6.1,826.53,342.93
1,4,1,2025-11-11,454.44,0.73,377.69,64.06
2,4,1,2025-11-11,739.39,1.3,643.55,72.31
3,2,1,2025-11-11,870.59,4.43,959.06,63.34
4,3,1,2025-11-11,1807.13,8.36,1851.33,61.69
5,2,1,2025-11-11,891.0,4.97,951.9,69.26
6,4,1,2025-11-11,484.56,0.72,423.47,61.41
7,1,1,2025-11-11,730.29,4.61,843.99,72.78
8,3,1,2025-11-11,1483.59,6.93,1546.58,64.97
1,2,2,2025-11-11,536.32,0.35,588.64,8.21
2,2,2,2025-11-11,1001.4,0.71,1110.47,8.63
3,2,2,2025-11-11,633.56,0.45,700.13,8.66
4,3,2,2025-11-11,2002.12,1.17,2134.6,7.79
5,2,2,2025-11-11,1155.82,0.74,1246.56,7.93
6,4,2,2025-11-11,548.13,0.1,456.49,7.54
7,1,2,2025-11-11,940.52,0.62,1049.49,7.68
8,5,2,2025-11-11,1708.29,0.2,1141.13,7.54
1,4,3,2025-11-11,304.17,0.98,266.94,132.47
2,2,3,2025-11-11,1020.36,9.79,1100.75,124.42
3,2,3,2025-11-11,436.5,5.17,473.53,147.11
4,3,3,2025-11-11,2124.88,19.89,2299.26,127.43
5,4,3,2025-11-11,976.4,3.58,829.95,145.94
6,4,3,2025-11-11,285.22,0.89,237.47,127.61
7,2,3,2025-11-11,1030.28,10.11,1124.11,128.01
8,5,3,2025-11-11,1830.19,3.4,1167.68,121.59
1,2,4,2025-11-11,699.62,4.65,759.76,82.08
2,3,4,2025-11-11,1067.09,6.65,1112.83,84.92
3,5,4,2025-11-11,940.55,1.16,621.14,78.68
4,5,4,2025-11-11,1946.65,2.5,1238.22,87.62
5,4,4,2025-11-11,1336.94,2.88,1104.85,84.74
6,2,4,2025-11-11,714.49,4.57,768.08,78.32
7,2,4,2025-11-11,678.53,4.03,754.36,75.75
8,5,4,2025-11-11,1342.38,1.52,861.75,74.74
1,2,5,2025-11-11,599.23,17.1,648.3,353.67
2,2,5,2025-11-11,640.15,20.31,716.23,382.4
3,5,5,2025-11-11,1119.83,5.67,713.88,339.91
4,3,5,2025-11-11,1761.21,44.97,1816.77,356.61
5,4,5,2025-11-11,1047.26,8.77,893.07,352.56
6,1,5,2025-11-11,599.6,16.83,687.4,319.7
7,4,5,2025-11-11,817.28,7.63,688.12,362.74
8,3,5,2025-11-11,1211.94,30.29,1280.92,341.51
1,1,1,2025-11-12,448.83,3.0,519.58,75.81
2,4,1,2025-11-12,744.9,1.49,618.12,82.71
3,1,1,2025-11-12,926.57,6.71,1072.86,88.13
4,3,1,2025-11-12,1913.63,12.56,2045.12,86.89
5,4,1,2025-11-12,936.02,1.86,805.37,77.29
6,4,1,2025-11-12,477.87,1.02,413.97,88.37
7,1,1,2025-11-12,725.87,4.48,810.82,76.04
