site_id,product_id,production_date,quantity_produced,production_duration_minutes
2,3,2025-11-21,10,600
2,4,2025-11-21,15,450
3,5,2025-11-21,198,264
3,6,2025-11-21,338,290
4,7,2025-11-21,46,184
4,8,2025-11-21,131,393
5,9,2025-11-21,807,269
5,10,2025-11-21,651,260
1,1,2025-11-22,64,192
1,2,2025-11-22,90,154
2,3,2025-11-22,2,120
2,4,2025-11-22,6,180
3,5,2025-11-22,149,199
3,6,2025-11-22,197,169
4,7,2025-11-22,40,160
4,8,2025-11-22,77,231
5,9,2025-11-22,547,182
5,10,2025-11-22,460,184
1,1,2025-11-24,99,297
1,2,2025-11-24,145,249
2,3,2025-11-24,11,660
2,4,2025-11-24,8,240
3,5,2025-11-24,165,220
3,6,2025-11-24,337,289
4,7,2025-11-24,86,344
4,8,2025-11-24,83,249
5,9,2025-11-24,868,289
5,10,2025-11-24,976,390
1,1,2025-11-25,127,381
1,2,2025-11-25,171,293
2,3,2025-11-25,9,540
2,4,2025-11-25,9,270
3,5,2025-11-25,200,267
3,6,2025-11-25,334,286
4,7,2025-11-25,80,320
4,8,2025-11-25,124,372
5,9,2025-11-25,1173,391
5,10,2025-11-25,618,247
1,1,2025-11-26,131,393
1,2,2025-11-26,191,327
2,3,2025-11-26,10,600
2,4,2025-11-26,9,270
3,5,2025-11-26,207,276
3,6,2025-11-26,413,354
4,7,2025-11-26,87,348
4,8,2025-11-26,125,375
5,9,2025-11-26,1105,368
5,10,2025-11-26,514,206
1,1,2025-11-27,127,381
1,2,2025-11-27,218,374
2,3,2025-11-27,6,360
2,4,2025-11-27,14,420
3,5,2025-11-27,269,359
3,6,2025-11-27,349,299
4,7,2025-11-27,45,180
4,8,2025-11-27,97,291
5,9,2025-11-27,910,303
5,10,2025-11-27,642,257
1,1,2025-11-28,128,384
1,2,2025-11-28,230,394
2,3,2025-11-28,11,660
2,4,2025-11-28,8,240
3,5,2025-11-28,186,248
3,6,2025-11-28,387,332
4,7,2025-11-28,56,224
4,8,2025-11-28,116,348
5,9,2025-11-28,1033,344
5,10,2025-11-28,600,240
1,1,2025-11-29,65,195
1,2,2025-11-29,92,158
2,3,2025-11-29,4,240
2,4,2025-11-29,9,270
3,5,2025-11-29,177,236
3,6,2025-11-29,248,213
4,7,2025-11-29,39,156
4,8,2025-11-29,71,213
5,9,2025-11-29,661,220
5,10,2025-11-29,480,192
1,1,2025-12-01,88,264
1,2,2025-12-01,180,309
2,3,2025-12-01,4,240
2,4,2025-12-01,10,300
3,5,2025-12-01,238,317
3,6,2025-12-01,279,239
4,7,2025-12-01,56,224
4,8,2025-12-01,117,351
5,9,2025-12-01,844,281
5,10,2025-12-01,761,304
1,1,2025-12-02,104,312
1,2,2025-12-02,193,331
2,3,2025-12-02,9,540
2,4,2025-12-02,9,270
3,5,2025-12-02,258,344
3,6,2025-12-02,358,307
4,7,2025-12-02,56,224
4,8,2025-12-02,132,396
5,9,2025-12-02,1250,417
5,10,2025-12-02,855,342
1,1,2025-12-03,138,414
1,2,2025-12-03,222,381
2,3,2025-12-03,6,360
2,4,2025-12-03,15,450
3,5,2025-12-03,202,269
3,6,2025-12-03,375,321
4,7,2025-12-03,63,252
4,8,2025-12-03,87,261
5,9,2025-12-03,891,297
5,10,2025-12-03,661,264
1,1,2025-12-04,133,399
1,2,2025-12-04,197,338
2,3,2025-12-04,9,540
2,4,2025-12-04,7,210
3,5,2025-12-04,251,335
3,6,2025-12-04,252,216
4,7,2025-12-04,76,304
4,8,2025-12-04,87,261
5,9,2025-12-04,899,300
5,10,2025-12-04,917,367
1,1,2025-12-05,104,312
1,2,2025-12-05,211,362
2,3,2025-12-05,9,540
2,4,2025-12-05,14,420
3,5,2025-12-05,264,352
3,6,2025-12-05,425,364
4,7,2025-12-05,76,304
4,8,2025-12-05,123,369
5,9,2025-12-05,1154,385
5,10,2025-12-05,750,300
1,1,2025-12-06,54,162
1,2,2025-12-06,90,154
2,3,2025-12-06,6,360
2,4,2025-12-06,4,120
3,5,2025-12-06,130,173
3,6,2025-12-06,194,166
4,7,2025-12-06,28,112
4,8,2025-12-06,63,189
5,9,2025-12-06,558,186
5,10,2025-12-06,465,186
1,1,2025-12-08,97,291
1,2,2025-12-08,239,410
2,3,2025-12-08,9,540
2,4,2025-12-08,12,360
3,5,2025-12-08,298,397
3,6,2025-12-08,443,380
4,7,2025-12-08,47,188
4,8,2025-12-08,126,378
5,9,2025-12-08,1259,420
5,10,2025-12-08,611,244
1,1,2025-12-09,107,321
1,2,2025-12-09,153,262
2,3,2025-12-09,10,600
2,4,2025-12-09,10,300
3,5,2025-12-09,236,315
3,6,2025-12-09,258,221
4,7,2025-12-09,73,292
4,8,2025-12-09,103,309
5,9,2025-12-09,1056,352
5,10,2025-12-09,941,376
1,1,2025-12-10,132,396
1,2,2025-12-10,151,259
2,3,2025-12-10,8,480
2,4,2025-12-10,8,240
3,5,2025-12-10,220,293
3,6,2025-12-10,303,260
4,7,2025-12-10,82,328
4,8,2025-12-10,114,342
5,9,2025-12-10,1138,379
5,10,2025-12-10,584,234
1,1,2025-12-11,119,357
1,2,2025-12-11,157,269
2,3,2025-12-11,11,660
2,4,2025-12-11,10,300
3,5,2025-12-11,212,283
3,6,2025-12-11,265,227
4,7,2025-12-11,81,324
4,8,2025-12-11,114,342
5,9,2025-12-11,1245,415
5,10,2025-12-11,643,257
1,1,2025-12-12,118,354
1,2,2025-12-12,208,357
2,3,2025-12-12,6,360
2,4,2025-12-12,12,360
3,5,2025-12-12,234,312
3,6,2025-12-12,324,278
4,7,2025-12-12,81,324
4,8,2025-12-12,104,312
5,9,2025-12-12,1226,409
5,10,2025-12-12,960,384
1,1,2025-12-13,74,222
1,2,2025-12-13,91,156
2,3,2025-12-13,3,180
2,4,2025-12-13,8,240
3,5,2025-12-13,105,140
3,6,2025-12-13,192,165
4,7,2025-12-13,52,208
4,8,2025-12-13,52,156
5,9,2025-12-13,501,167
5,10,2025-12-13,376,150
1,1,2025-12-15,108,324
1,2,2025-12-15,149,255
2,3,2025-12-15,10,600
2,4,2025-12-15,8,240
3,5,2025-12-15,263,351
3,6,2025-12-15,381,327
4,7,2025-12-15,62,248
4,8,2025-12-15,117,351
5,9,2025-12-15,1165,388
5,10,2025-12-15,986,394
1,1,2025-12-16,111,333
1,2,2025-12-16,181,310
2,3,2025-12-16,9,540
2,4,2025-12-16,7,210
3,5,2025-12-16,183,244
3,6,2025-12-16,437,375
4,7,2025-12-16,74,296
4,8,2025-12-16,115,345
5,9,2025-12-16,764,255
5,10,2025-12-16,907,363
1,1,2025-12-17,114,342
1,2,2025-12-17,190,326
2,3,2025-12-17,6,360
2,4,2025-12-17,13,390
3,5,2025-12-17,214,285
3,6,2025-12-17,376,322
4,7,2025-12-17,62,248
4,8,2025-12-17,111,333
5,9,2025-12-17,990,330
5,10,2025-12-17,672,269
1,1,2025-12-18,115,345
1,2,2025-12-18,213,365
2,3,2025-12-18,6,360
2,4,2025-12-18,14,420
3,5,2025-12-18,247,329
3,6,2025-12-18,424,363
4,7,2025-12-18,48,192
4,8,2025-12-18,75,225
5,9,2025-12-18,801,267
5,10,2025-12-18,820,328
1,1,2025-12-19,130,390
1,2,2025-12-19,198,339
2,3,2025-12-19,4,240
2,4,2025-12-19,8,240
3,5,2025-12-19,200,267
3,6,2025-12-19,362,310
4,7,2025-12-19,74,296
4,8,2025-12-19,70,210
5,9,2025-12-19,1138,379
5,10,2025-12-19,603,241
1,1,2025-12-20,74,222
1,2,2025-12-20,94,161
2,3,2025-12-20,6,360
2,4,2025-12-20,7,210
3,5,2025-12-20,120,160
3,6,2025-12-20,192,165
4,7,2025-12-20,30,120
4,8,2025-12-20,70,210
5,9,2025-12-20,574,191
5,10,2025-12-20,325,130
1,1,2025-12-22,121,363
1,2,2025-12-22,151,259
2,3,2025-12-22,10,600
2,4,2025-12-22,8,240
3,5,2025-12-22,160,213
3,6,2025-12-22,304,261
4,7,2025-12-22,75,300
4,8,2025-12-22,79,237
5,9,2025-12-22,835,278
5,10,2025-12-22,803,321
1,1,2025-12-23,94,282
1,2,2025-12-23,206,353
2,3,2025-12-23,10,600
2,4,2025-12-23,14,420
3,5,2025-12-23,162,216
3,6,2025-12-23,252,216
4,7,2025-12-23,89,356
4,8,2025-12-23,113,339
5,9,2025-12-23,823,274
5,10,2025-12-23,940,376
1,1,2025-12-24,107,321
1,2,2025-12-24,228,391
2,3,2025-12-24,6,360
2,4,2025-12-24,14,420
3,5,2025-12-24,178,237
3,6,2025-12-24,308,264
4,7,2025-12-24,69,276
4,8,2025-12-24,81,243
5,9,2025-12-24,804,268
5,10,2025-12-24,552,221
1,1,2025-12-25,100,300
1,2,2025-12-25,187,321
2,3,2025-12-25,7,420
2,4,2025-12-25,9,270
3,5,2025-12-25,257,343
3,6,2025-12-25,448,384
4,7,2025-12-25,53,212
4,8,2025-12-25,88,264
5,9,2025-12-25,770,257
5,10,2025-12-25,771,308
1,1,2025-12-26,116,348
1,2,2025-12-26,141,242
2,3,2025-12-26,9,540
2,4,2025-12-26,9,270
3,5,2025-12-26,272,363
3,6,2025-12-26,339,291
4,7,2025-12-26,58,232
4,8,2025-12-26,89,267
5,9,2025-12-26,1121,374
5,10,2025-12-26,815,326
1,1,2025-12-27,74,222
1,2,2025-12-27,118,202
2,3,2025-12-27,7,420
2,4,2025-12-27,6,180
3,5,2025-12-27,109,145
3,6,2025-12-27,165,141
4,7,2025-12-27,32,128
4,8,2025-12-27,51,153
5,9,2025-12-27,656,219
5,10,2025-12-27,407,163
1,1,2025-12-29,118,354
1,2,2025-12-29,216,370
2,3,2025-12-29,10,600
2,4,2025-12-29,11,330
3,5,2025-12-29,166,221
3,6,2025-12-29,418,358
4,7,2025-12-29,64,256
4,8,2025-12-29,96,288
5,9,2025-12-29,1230,410
5,10,2025-12-29,810,324
1,1,2025-12-30,112,336
1,2,2025-12-30,164,281
2,3,2025-12-30,10,600
2,4,2025-12-30,13,390
3,5,2025-12-30,235,313
3,6,2025-12-30,415,356
4,7,2025-12-30,48,192
4,8,2025-12-30,100,300
5,9,2025-12-30,1206,402
5,10,2025-12-30,697,279
1,1,2025-12-31,87,261
1,2,2025-12-31,170,291
2,3,2025-12-31,8,480
2,4,2025-12-31,8,240
3,5,2025-12-31,295,393
3,6,2025-12-31,253,217
4,7,2025-12-31,68,272
4,8,2025-12-31,110,330
5,9,2025-12-31,835,278
5,10,2025-12-31,698,279
