site_id,waste_date,waste_type,waste_quantity_kg,recyclable
3,2025-10-02,Electrical Waste,4.5,True
3,2025-10-02,Packaging Waste,7.02,False
4,2025-10-02,Metal Scrap,6.3,True
4,2025-10-02,Plastic Waste,3.02,True
4,2025-10-02,Electrical Waste,1.44,True
4,2025-10-02,Packaging Waste,2.04,False
5,2025-10-02,Metal Scrap,68.35,True
5,2025-10-02,Plastic Waste,36.89,True
5,2025-10-02,Electrical Waste,14.55,True
5,2025-10-02,Packaging Waste,24.45,False
1,2025-10-03,Metal Scrap,8.26,True
1,2025-10-03,Plastic Waste,4.78,True
1,2025-10-03,Electrical Waste,2.16,True
1,2025-10-03,Packaging Waste,2.85,False
2,2025-10-03,Metal Scrap,0.5,True
2,2025-10-03,Plastic Waste,0.26,True
2,2025-10-03,Electrical Waste,0.13,True
2,2025-10-03,Packaging Waste,0.19,False
3,2025-10-03,Metal Scrap,20.58,True
3,2025-10-03,Plastic Waste,11.98,True
3,2025-10-03,Electrical Waste,4.66,True
3,2025-10-03,Packaging Waste,7.58,False
4,2025-10-03,Metal Scrap,4.54,True
4,2025-10-03,Plastic Waste,2.62,True
4,2025-10-03,Electrical Waste,1.12,True
4,2025-10-03,Packaging Waste,1.75,False
5,2025-10-03,Metal Scrap,58.88,True
5,2025-10-03,Plastic Waste,35.96,True
5,2025-10-03,Electrical Waste,15.33,True
5,2025-10-03,Packaging Waste,21.13,False
1,2025-10-04,Metal Scrap,2.89,True
1,2025-10-04,Plastic Waste,1.67,True
1,2025-10-04,Electrical Waste,0.62,True
1,2025-10-04,Packaging Waste,0.98,False
2,2025-10-04,Metal Scrap,0.19,True
2,2025-10-04,Plastic Waste,0.09,True
2,2025-10-04,Electrical Waste,0.04,True
2,2025-10-04,Packaging Waste,0.06,False
3,2025-10-04,Metal Scrap,9.3,True
3,2025-10-04,Plastic Waste,5.23,True
3,2025-10-04,Electrical Waste,1.94,True
3,2025-10-04,Packaging Waste,3.05,False
4,2025-10-04,Metal Scrap,1.99,True
4,2025-10-04,Plastic Waste,0.98,True
4,2025-10-04,Electrical Waste,0.44,True
4,2025-10-04,Packaging Waste,0.63,False
5,2025-10-04,Metal Scrap,26.8,True
5,2025-10-04,Plastic Waste,13.8,True
5,2025-10-04,Electrical Waste,6.48,True
5,2025-10-04,Packaging Waste,8.98,False
1,2025-10-06,Metal Scrap,12.54,True
1,2025-10-06,Plastic Waste,5.89,True
1,2025-10-06,Electrical Waste,2.78,True
1,2025-10-06,Packaging Waste,4.02,False
2,2025-10-06,Metal Scrap,0.67,True
2,2025-10-06,Plastic Waste,0.35,True
2,2025-10-06,Electrical Waste,0.15,True
2,2025-10-06,Packaging Waste,0.19,False
3,2025-10-06,Metal Scrap,21.49,True
3,2025-10-06,Plastic Waste,10.45,True
3,2025-10-06,Electrical Waste,4.52,True
3,2025-10-06,Packaging Waste,7.87,False
4,2025-10-06,Metal Scrap,5.21,True
4,2025-10-06,Plastic Waste,2.38,True
4,2025-10-06,Electrical Waste,1.13,True
4,2025-10-06,Packaging Waste,1.89,False
5,2025-10-06,Metal Scrap,79.28,True
5,2025-10-06,Plastic Waste,40.87,True
5,2025-10-06,Electrical Waste,16.76,True
5,2025-10-06,Packaging Waste,25.2,False
1,2025-10-07,Metal Scrap,9.25,True
1,2025-10-07,Plastic Waste,5.59,True
1,2025-10-07,Electrical Waste,2.46,True
1,2025-10-07,Packaging Waste,3.29,False
2,2025-10-07,Metal Scrap,0.42,True
2,2025-10-07,Plastic Waste,0.2,True
2,2025-10-07,Electrical Waste,0.09,True
2,2025-10-07,Packaging Waste,0.14,False
3,2025-10-07,Metal Scrap,25.06,True
3,2025-10-07,Plastic Waste,13.04,True
3,2025-10-07,Electrical Waste,5.2,True
3,2025-10-07,Packaging Waste,8.44,False
4,2025-10-07,Metal Scrap,7.08,True
4,2025-10-07,Plastic Waste,3.36,True
4,2025-10-07,Electrical Waste,1.77,True
4,2025-10-07,Packaging Waste,2.65,False
5,2025-10-07,Metal Scrap,78.9,True
5,2025-10-07,Plastic Waste,47.46,True
5,2025-10-07,Electrical Waste,21.03,True
5,2025-10-07,Packaging Waste,28.05,False
1,2025-10-08,Metal Scrap,9.45,True
1,2025-10-08,Plastic Waste,5.24,True
1,2025-10-08,Electrical Waste,1.97,True
1,2025-10-08,Packaging Waste,3.09,False
2,2025-10-08,Metal Scrap,0.74,True
2,2025-10-08,Plastic Waste,0.37,True
2,2025-10-08,Electrical Waste,0.16,True
2,2025-10-08,Packaging Waste,0.25,False
3,2025-10-08,Metal Scrap,23.65,True
3,2025-10-08,Plastic Waste,12.16,True
3,2025-10-08,Electrical Waste,5.44,True
3,2025-10-08,Packaging Waste,8.97,False
4,2025-10-08,Metal Scrap,7.6,True
4,2025-10-08,Plastic Waste,3.94,True
4,2025-10-08,Electrical Waste,1.54,True
4,2025-10-08,Packaging Waste,2.55,False
5,2025-10-08,Metal Scrap,65.55,True
5,2025-10-08,Plastic Waste,34.28,True
5,2025-10-08,Electrical Waste,17.12,True
5,2025-10-08,Packaging Waste,24.94,False
1,2025-10-09,Metal Scrap,9.58,True
1,2025-10-09,Plastic Waste,5.24,True
1,2025-10-09,Electrical Waste,2.17,True
1,2025-10-09,Packaging Waste,3.26,False
2,2025-10-09,Metal Scrap,0.65,True
2,2025-10-09,Plastic Waste,0.31,True
2,2025-10-09,Electrical Waste,0.15,True
2,2025-10-09,Packaging Waste,0.21,False
3,2025-10-09,Metal Scrap,22.8,True
3,2025-10-09,Plastic Waste,11.97,True
3,2025-10-09,Electrical Waste,5.43,True
3,2025-10-09,Packaging Waste,7.62,False
4,2025-10-09,Metal Scrap,5.94,True
4,2025-10-09,Plastic Waste,2.85,True
4,2025-10-09,Electrical Waste,1.18,True
4,2025-10-09,Packaging Waste,1.79,False
5,2025-10-09,Metal Scrap,66.97,True
5,2025-10-09,Plastic Waste,40.0,True
5,2025-10-09,Electrical Waste,15.25,True
5,2025-10-09,Packaging Waste,24.16,False
1,2025-10-10,Metal Scrap,8.8,True
1,2025-10-10,Plastic Waste,4.83,True
1,2025-10-10,Electrical Waste,2.25,True
1,2025-10-10,Packaging Waste,3.23,False
2,2025-10-10,Metal Scrap,0.6,True
2,2025-10-10,Plastic Waste,0.37,True
2,2025-10-10,Electrical Waste,0.16,True
2,2025-10-10,Packaging Waste,0.24,False
3,2025-10-10,Metal Scrap,25.28,True
3,2025-10-10,Plastic Waste,12.57,True
3,2025-10-10,Electrical Waste,5.74,True
3,2025-10-10,Packaging Waste,8.25,False
4,2025-10-10,Metal Scrap,5.38,True
4,2025-10-10,Plastic Waste,2.56,True
4,2025-10-10,Electrical Waste,1.31,True
4,2025-10-10,Packaging Waste,1.84,False
5,2025-10-10,Metal Scrap,69.58,True
5,2025-10-10,Plastic Waste,38.0,True
5,2025-10-10,Electrical Waste,17.32,True
5,2025-10-10,Packaging Waste,25.25,False
1,2025-10-11,Metal Scrap,3.33,True
1,2025-10-11,Plastic Waste,1.83,True
1,2025-10-11,Electrical Waste,0.8,True
1,2025-10-11,Packaging Waste,1.14,False
2,2025-10-11,Metal Scrap,0.14,True
2,2025-10-11,Plastic Waste,0.08,True
2,2025-10-11,Electrical Waste,0.03,True
2,2025-10-11,Packaging Waste,0.05,False
3,2025-10-11,Metal Scrap,8.6,True
3,2025-10-11,Plastic Waste,4.32,True
3,2025-10-11,Electrical Waste,2.05,True
3,2025-10-11,Packaging Waste,2.97,False
4,2025-10-11,Metal Scrap,2.26,True
4,2025-10-11,Plastic Waste,1.19,True
4,2025-10-11,Electrical Waste,0.47,True
4,2025-10-11,Packaging Waste,0.74,False
5,2025-10-11,Metal Scrap,21.06,True
5,2025-10-11,Plastic Waste,10.62,True
5,2025-10-11,Electrical Waste,5.24,True
5,2025-10-11,Packaging Waste,7.31,False
1,2025-10-13,Metal Scrap,10.92,True
1,2025-10-13,Plastic Waste,5.84,True
1,2025-10-13,Electrical Waste,2.31,True
1,2025-10-13,Packaging Waste,3.82,False
2,2025-10-13,Metal Scrap,0.39,True
2,2025-10-13,Plastic Waste,0.23,True
2,2025-10-13,Electrical Waste,0.09,True
2,2025-10-13,Packaging Waste,0.15,False
3,2025-10-13,Metal Scrap,18.19,True
3,2025-10-13,Plastic Waste,10.7,True
3,2025-10-13,Electrical Waste,4.9,True
3,2025-10-13,Packaging Waste,7.02,False
4,2025-10-13,Metal Scrap,5.64,True
4,2025-10-13,Plastic Waste,3.08,True
4,2025-10-13,Electrical Waste,1.38,True
4,2025-10-13,Packaging Waste,1.95,False
5,2025-10-13,Metal Scrap,77.14,True
5,2025-10-13,Plastic Waste,40.62,True
5,2025-10-13,Electrical Waste,16.29,True
5,2025-10-13,Packaging Waste,25.74,False
1,2025-10-14,Metal Scrap,11.57,True
1,2025-10-14,Plastic Waste,6.5,True
1,2025-10-14,Electrical Waste,3.01,True
1,2025-10-14,Packaging Waste,4.42,False
2,2025-10-14,Metal Scrap,0.59,True
2,2025-10-14,Plastic Waste,0.27,True
2,2025-10-14,Electrical Waste,0.12,True
2,2025-10-14,Packaging Waste,0.19,False
3,2025-10-14,Metal Scrap,22.92,True
3,2025-10-14,Plastic Waste,12.18,True
3,2025-10-14,Electrical Waste,5.26,True
3,2025-10-14,Packaging Waste,8.55,False
4,2025-10-14,Metal Scrap,5.7,True
4,2025-10-14,Plastic Waste,3.19,True
4,2025-10-14,Electrical Waste,1.27,True
4,2025-10-14,Packaging Waste,1.9,False
5,2025-10-14,Metal Scrap,80.85,True
5,2025-10-14,Plastic Waste,42.72,True
5,2025-10-14,Electrical Waste,17.77,True
5,2025-10-14,Packaging Waste,27.15,False
1,2025-10-15,Metal Scrap,10.97,True
1,2025-10-15,Plastic Waste,6.51,True
1,2025-10-15,Electrical Waste,2.52,True
1,2025-10-15,Packaging Waste,4.22,False
2,2025-10-15,Metal Scrap,0.53,True
2,2025-10-15,Plastic Waste,0.26,True
2,2025-10-15,Electrical Waste,0.13,True
2,2025-10-15,Packaging Waste,0.18,False
3,2025-10-15,Metal Scrap,22.42,True
3,2025-10-15,Plastic Waste,10.39,True
3,2025-10-15,Electrical Waste,4.63,True
3,2025-10-15,Packaging Waste,7.05,False
4,2025-10-15,Metal Scrap,7.15,True
4,2025-10-15,Plastic Waste,3.41,True
4,2025-10-15,Electrical Waste,1.58,True
4,2025-10-15,Packaging Waste,2.56,False
5,2025-10-15,Metal Scrap,73.17,True
5,2025-10-15,Plastic Waste,33.62,True
5,2025-10-15,Electrical Waste,17.85,True
5,2025-10-15,Packaging Waste,23.57,False
1,2025-10-16,Metal Scrap,12.93,True
1,2025-10-16,Plastic Waste,6.5,True
1,2025-10-16,Electrical Waste,2.85,True
1,2025-10-16,Packaging Waste,3.99,False
2,2025-10-16,Metal Scrap,0.61,True
2,2025-10-16,Plastic Waste,0.29,True
2,2025-10-16,Electrical Waste,0.14,True
2,2025-10-16,Packaging Waste,0.21,False
3,2025-10-16,Metal Scrap,21.65,True
3,2025-10-16,Plastic Waste,11.72,True
3,2025-10-16,Electrical Waste,4.45,True
3,2025-10-16,Packaging Waste,6.82,False
4,2025-10-16,Metal Scrap,6.41,True
4,2025-10-16,Plastic Waste,2.9,True
4,2025-10-16,Electrical Waste,1.52,True
4,2025-10-16,Packaging Waste,2.2,False
5,2025-10-16,Metal Scrap,68.78,True
5,2025-10-16,Plastic Waste,31.8,True
5,2025-10-16,Electrical Waste,15.96,True
5,2025-10-16,Packaging Waste,20.1,False
1,2025-10-17,Metal Scrap,10.43,True
1,2025-10-17,Plastic Waste,5.1,True
1,2025-10-17,Electrical Waste,2.51,True
1,2025-10-17,Packaging Waste,3.72,False
2,2025-10-17,Metal Scrap,0.59,True
2,2025-10-17,Plastic Waste,0.3,True
2,2025-10-17,Electrical Waste,0.14,True
2,2025-10-17,Packaging Waste,0.18,False
3,2025-10-17,Metal Scrap,18.31,True
3,2025-10-17,Plastic Waste,9.65,True
3,2025-10-17,Electrical Waste,4.59,True
3,2025-10-17,Packaging Waste,5.82,False
4,2025-10-17,Metal Scrap,6.48,True
4,2025-10-17,Plastic Waste,3.38,True
4,2025-10-17,Electrical Waste,1.51,True
4,2025-10-17,Packaging Waste,2.11,False
5,2025-10-17,Metal Scrap,65.4,True
5,2025-10-17,Plastic Waste,34.47,True
5,2025-10-17,Electrical Waste,14.54,True
5,2025-10-17,Packaging Waste,21.09,False
1,2025-10-18,Metal Scrap,3.58,True
1,2025-10-18,Plastic Waste,1.69,True
1,2025-10-18,Electrical Waste,0.79,True
1,2025-10-18,Packaging Waste,1.19,False
2,2025-10-18,Metal Scrap,0.2,True
2,2025-10-18,Plastic Waste,0.1,True
2,2025-10-18,Electrical Waste,0.04,True
2,2025-10-18,Packaging Waste,0.07,False
3,2025-10-18,Metal Scrap,8.51,True
3,2025-10-18,Plastic Waste,4.68,True
3,2025-10-18,Electrical Waste,1.89,True
3,2025-10-18,Packaging Waste,2.95,False
4,2025-10-18,Metal Scrap,2.52,True
4,2025-10-18,Plastic Waste,1.31,True
4,2025-10-18,Electrical Waste,0.51,True
4,2025-10-18,Packaging Waste,0.81,False
5,2025-10-18,Metal Scrap,26.99,True
5,2025-10-18,Plastic Waste,14.48,True
5,2025-10-18,Electrical Waste,7.04,True
5,2025-10-18,Packaging Waste,9.33,False
1,2025-10-20,Metal Scrap,10.24,True
1,2025-10-20,Plastic Waste,5.76,True
1,2025-10-20,Electrical Waste,2.54,True
1,2025-10-20,Packaging Waste,3.89,False
2,2025-10-20,Metal Scrap,0.62,True
2,2025-10-20,Plastic Waste,0.3,True
2,2025-10-20,Electrical Waste,0.15,True
2,2025-10-20,Packaging Waste,0.22,False
3,2025-10-20,Metal Scrap,23.58,True
3,2025-10-20,Plastic Waste,9.96,True
3,2025-10-20,Electrical Waste,4.45,True
3,2025-10-20,Packaging Waste,7.56,False
4,2025-10-20,Metal Scrap,3.87,True
4,2025-10-20,Plastic Waste,2.3,True
4,2025-10-20,Electrical Waste,1.01,True
4,2025-10-20,Packaging Waste,1.58,False
5,2025-10-20,Metal Scrap,67.7,True
5,2025-10-20,Plastic Waste,34.25,True
5,2025-10-20,Electrical Waste,15.93,True
5,2025-10-20,Packaging Waste,24.27,False
1,2025-10-21,Metal Scrap,8.59,True
1,2025-10-21,Plastic Waste,4.6,True
1,2025-10-21,Electrical Waste,2.08,True
1,2025-10-21,Packaging Waste,3.45,False
2,2025-10-21,Metal Scrap,0.46,True
2,2025-10-21,Plastic Waste,0.25,True
2,2025-10-21,Electrical Waste,0.1,True
2,2025-10-21,Packaging Waste,0.15,False
3,2025-10-21,Metal Scrap,24.28,True
3,2025-10-21,Plastic Waste,11.66,True
3,2025-10-21,Electrical Waste,5.59,True
3,2025-10-21,Packaging Waste,8.21,False
4,2025-10-21,Metal Scrap,3.76,True
4,2025-10-21,Plastic Waste,2.0,True
4,2025-10-21,Electrical Waste,0.92,True
4,2025-10-21,Packaging Waste,1.38,False
5,2025-10-21,Metal Scrap,73.04,True
5,2025-10-21,Plastic Waste,39.33,True
5,2025-10-21,Electrical Waste,17.1,True
5,2025-10-21,Packaging Waste,24.91,False
1,2025-10-22,Metal Scrap,10.32,True
1,2025-10-22,Plastic Waste,5.46,True
1,2025-10-22,Electrical Waste,2.55,True
1,2025-10-22,Packaging Waste,3.58,False
2,2025-10-22,Metal Scrap,0.52,True
2,2025-10-22,Plastic Waste,0.29,True
2,2025-10-22,Electrical Waste,0.12,True
2,2025-10-22,Packaging Waste,0.19,False
3,2025-10-22,Metal Scrap,22.1,True
3,2025-10-22,Plastic Waste,10.22,True
3,2025-10-22,Electrical Waste,4.95,True
3,2025-10-22,Packaging Waste,6.84,False
4,2025-10-22,Metal Scrap,6.13,True
4,2025-10-22,Plastic Waste,2.95,True
4,2025-10-22,Electrical Waste,1.44,True
4,2025-10-22,Packaging Waste,2.21,False
5,2025-10-22,Metal Scrap,89.34,True
5,2025-10-22,Plastic Waste,41.39,True
5,2025-10-22,Electrical Waste,20.73,True
5,2025-10-22,Packaging Waste,27.18,False
1,2025-10-23,Metal Scrap,7.04,True
1,2025-10-23,Plastic Waste,4.38,True
1,2025-10-23,Electrical Waste,1.82,True
1,2025-10-23,Packaging Waste,2.85,False
2,2025-10-23,Metal Scrap,0.6,True
2,2025-10-23,Plastic Waste,0.3,True
2,2025-10-23,Electrical Waste,0.14,True
2,2025-10-23,Packaging Waste,0.22,False
3,2025-10-23,Metal Scrap,25.07,True
3,2025-10-23,Plastic Waste,12.78,True
3,2025-10-23,Electrical Waste,5.25,True
3,2025-10-23,Packaging Waste,7.42,False
4,2025-10-23,Metal Scrap,5.88,True
4,2025-10-23,Plastic Waste,3.08,True
4,2025-10-23,Electrical Waste,1.3,True
4,2025-10-23,Packaging Waste,2.03,False
5,2025-10-23,Metal Scrap,93.95,True
5,2025-10-23,Plastic Waste,41.81,True
5,2025-10-23,Electrical Waste,18.92,True
5,2025-10-23,Packaging Waste,27.26,False
1,2025-10-24,Metal Scrap,11.17,True
1,2025-10-24,Plastic Waste,5.74,True
1,2025-10-24,Electrical Waste,2.62,True
1,2025-10-24,Packaging Waste,3.58,False
2,2025-10-24,Metal Scrap,0.32,True
2,2025-10-24,Plastic Waste,0.18,True
2,2025-10-24,Electrical Waste,0.08,True
2,2025-10-24,Packaging Waste,0.11,False
3,2025-10-24,Metal Scrap,24.31,True
3,2025-10-24,Plastic Waste,12.06,True
3,2025-10-24,Electrical Waste,5.15,True
3,2025-10-24,Packaging Waste,8.11,False
4,2025-10-24,Metal Scrap,4.76,True
4,2025-10-24,Plastic Waste,2.83,True
4,2025-10-24,Electrical Waste,1.25,True
4,2025-10-24,Packaging Waste,1.91,False
5,2025-10-24,Metal Scrap,81.23,True
5,2025-10-24,Plastic Waste,37.38,True
5,2025-10-24,Electrical Waste,18.74,True
5,2025-10-24,Packaging Waste,26.68,False
1,2025-10-25,Metal Scrap,4.16,True
1,2025-10-25,Plastic Waste,2.06,True
1,2025-10-25,Electrical Waste,0.82,True
1,2025-10-25,Packaging Waste,1.49,False
2,2025-10-25,Metal Scrap,0.22,True
2,2025-10-25,Plastic Waste,0.11,True
2,2025-10-25,Electrical Waste,0.04,True
2,2025-10-25,Packaging Waste,0.07,False
3,2025-10-25,Metal Scrap,6.62,True
3,2025-10-25,Plastic Waste,3.76,True
3,2025-10-25,Electrical Waste,1.72,True
3,2025-10-25,Packaging Waste,2.4,False
4,2025-10-25,Metal Scrap,2.41,True
4,2025-10-25,Plastic Waste,1.18,True
4,2025-10-25,Electrical Waste,0.59,True
4,2025-10-25,Packaging Waste,0.78,False
5,2025-10-25,Metal Scrap,26.99,True
5,2025-10-25,Plastic Waste,14.13,True
5,2025-10-25,Electrical Waste,6.33,True
5,2025-10-25,Packaging Waste,9.74,False
1,2025-10-27,Metal Scrap,8.31,True
1,2025-10-27,Plastic Waste,4.3,True
1,2025-10-27,Electrical Waste,1.96,True
1,2025-10-27,Packaging Waste,2.79,False
2,2025-10-27,Metal Scrap,0.52,True
2,2025-10-27,Plastic Waste,0.26,True
2,2025-10-27,Electrical Waste,0.11,True
2,2025-10-27,Packaging Waste,0.17,False
3,2025-10-27,Metal Scrap,17.59,True
3,2025-10-27,Plastic Waste,8.71,True
3,2025-10-27,Electrical Waste,4.34,True
3,2025-10-27,Packaging Waste,5.99,False
4,2025-10-27,Metal Scrap,6.34,True
4,2025-10-27,Plastic Waste,3.14,True
4,2025-10-27,Electrical Waste,1.56,True
4,2025-10-27,Packaging Waste,2.22,False
5,2025-10-27,Metal Scrap,75.91,True
5,2025-10-27,Plastic Waste,36.56,True
5,2025-10-27,Electrical Waste,17.45,True
5,2025-10-27,Packaging Waste,27.25,False
1,2025-10-28,Metal Scrap,9.22,True
1,2025-10-28,Plastic Waste,4.69,True
1,2025-10-28,Electrical Waste,2.25,True
1,2025-10-28,Packaging Waste,3.21,False
2,2025-10-28,Metal Scrap,0.49,True
2,2025-10-28,Plastic Waste,0.25,True
2,2025-10-28,Electrical Waste,0.12,True
2,2025-10-28,Packaging Waste,0.17,False
3,2025-10-28,Metal Scrap,20.56,True
3,2025-10-28,Plastic Waste,9.95,True
3,2025-10-28,Electrical Waste,4.89,True
3,2025-10-28,Packaging Waste,7.18,False
4,2025-10-28,Metal Scrap,7.53,True
4,2025-10-28,Plastic Waste,3.77,True
4,2025-10-28,Electrical Waste,1.82,True
4,2025-10-28,Packaging Waste,2.62,False
5,2025-10-28,Metal Scrap,62.57,True
5,2025-10-28,Plastic Waste,30.01,True
5,2025-10-28,Electrical Waste,15.3,True
5,2025-10-28,Packaging Waste,23.41,False
1,2025-10-29,Metal Scrap,10.02,True
1,2025-10-29,Plastic Waste,5.14,True
1,2025-10-29,Electrical Waste,2.39,True
1,2025-10-29,Packaging Waste,3.6,False
2,2025-10-29,Metal Scrap,0.62,True
2,2025-10-29,Plastic Waste,0.3,True
2,2025-10-29,Electrical Waste,0.13,True
2,2025-10-29,Packaging Waste,0.23,False
3,2025-10-29,Metal Scrap,27.3,True
3,2025-10-29,Plastic Waste,14.85,True
3,2025-10-29,Electrical Waste,5.97,True
3,2025-10-29,Packaging Waste,9.51,False
4,2025-10-29,Metal Scrap,5.53,True
4,2025-10-29,Plastic Waste,2.91,True
4,2025-10-29,Electrical Waste,1.32,True
4,2025-10-29,Packaging Waste,1.82,False
5,2025-10-29,Metal Scrap,70.7,True
5,2025-10-29,Plastic Waste,39.93,True
5,2025-10-29,Electrical Waste,17.31,True
5,2025-10-29,Packaging Waste,26.55,False
1,2025-10-30,Metal Scrap,10.27,True
1,2025-10-30,Plastic Waste,5.95,True
1,2025-10-30,Electrical Waste,2.56,True
1,2025-10-30,Packaging Waste,3.49,False
2,2025-10-30,Metal Scrap,0.38,True
2,2025-10-30,Plastic Waste,0.23,True
2,2025-10-30,Electrical Waste,0.1,True
2,2025-10-30,Packaging Waste,0.14,False
3,2025-10-30,Metal Scrap,25.3,True
3,2025-10-30,Plastic Waste,13.37,True
3,2025-10-30,Electrical Waste,5.65,True
3,2025-10-30,Packaging Waste,8.25,False
4,2025-10-30,Metal Scrap,6.86,True
4,2025-10-30,Plastic Waste,3.68,True
4,2025-10-30,Electrical Waste,1.61,True
4,2025-10-30,Packaging Waste,2.62,False
5,2025-10-30,Metal Scrap,58.71,True
5,2025-10-30,Plastic Waste,29.92,True
5,2025-10-30,Electrical Waste,14.6,True
5,2025-10-30,Packaging Waste,20.98,False
1,2025-10-31,Metal Scrap,11.17,True
1,2025-10-31,Plastic Waste,5.37,True
1,2025-10-31,Electrical Waste,2.55,True
1,2025-10-31,Packaging Waste,3.66,False
2,2025-10-31,Metal Scrap,0.54,True
2,2025-10-31,Plastic Waste,0.3,True
2,2025-10-31,Electrical Waste,0.12,True
2,2025-10-31,Packaging Waste,0.21,False
3,2025-10-31,Metal Scrap,24.69,True
3,2025-10-31,Plastic Waste,12.48,True
3,2025-10-31,Electrical Waste,5.66,True
3,2025-10-31,Packaging Waste,8.28,False
4,2025-10-31,Metal Scrap,5.24,True
4,2025-10-31,Plastic Waste,2.84,True
4,2025-10-31,Electrical Waste,1.11,True
4,2025-10-31,Packaging Waste,1.94,False
5,2025-10-31,Metal Scrap,58.96,True
5,2025-10-31,Plastic Waste,30.58,True
5,2025-10-31,Electrical Waste,15.67,True
5,2025-10-31,Packaging Waste,23.32,False
1,2025-11-01,Metal Scrap,3.81,True
1,2025-11-01,Plastic Waste,2.01,True
1,2025-11-01,Electrical Waste,0.92,True
1,2025-11-01,Packaging Waste,1.23,False
2,2025-11-01,Metal Scrap,0.11,True
2,2025-11-01,Plastic Waste,0.06,True
2,2025-11-01,Electrical Waste,0.03,True
2,2025-11-01,Packaging Waste,0.04,False
3,2025-11-01,Metal Scrap,7.24,True
3,2025-11-01,Plastic Waste,3.84,True
3,2025-11-01,Electrical Waste,1.71,True
3,2025-11-01,Packaging Waste,2.77,False
4,2025-11-01,Metal Scrap,1.89,True
4,2025-11-01,Plastic Waste,1.01,True
4,2025-11-01,Electrical Waste,0.42,True
4,2025-11-01,Packaging Waste,0.69,False
5,2025-11-01,Metal Scrap,30.64,True
5,2025-11-01,Plastic Waste,16.59,True
5,2025-11-01,Electrical Waste,7.87,True
5,2025-11-01,Packaging Waste,10.48,False
1,2025-11-03,Metal Scrap,11.39,True
1,2025-11-03,Plastic Waste,5.31,True
1,2025-11-03,Electrical Waste,2.62,True
1,2025-11-03,Packaging Waste,3.48,False
2,2025-11-03,Metal Scrap,0.52,True
2,2025-11-03,Plastic Waste,0.26,True
2,2025-11-03,Electrical Waste,0.14,True
2,2025-11-03,Packaging Waste,0.19,False
3,2025-11-03,Metal Scrap,22.38,True
3,2025-11-03,Plastic Waste,11.92,True
3,2025-11-03,Electrical Waste,5.38,True
3,2025-11-03,Packaging Waste,8.37,False
4,2025-11-03,Metal Scrap,5.78,True
4,2025-11-03,Plastic Waste,3.4,True
4,2025-11-03,Electrical Waste,1.54,True
4,2025-11-03,Packaging Waste,2.12,False
5,2025-11-03,Metal Scrap,81.83,True
5,2025-11-03,Plastic Waste,42.12,True
5,2025-11-03,Electrical Waste,16.52,True
5,2025-11-03,Packaging Waste,27.22,False
1,2025-11-04,Metal Scrap,8.02,True
1,2025-11-04,Plastic Waste,4.06,True
1,2025-11-04,Electrical Waste,1.83,True
1,2025-11-04,Packaging Waste,2.74,False
2,2025-11-04,Metal Scrap,0.48,True
2,2025-11-04,Plastic Waste,0.25,True
2,2025-11-04,Electrical Waste,0.11,True
2,2025-11-04,Packaging Waste,0.15,False
3,2025-11-04,Metal Scrap,25.91,True
3,2025-11-04,Plastic Waste,14.8,True
3,2025-11-04,Electrical Waste,6.48,True
3,2025-11-04,Packaging Waste,8.47,False
4,2025-11-04,Metal Scrap,6.36,True
4,2025-11-04,Plastic Waste,3.08,True
4,2025-11-04,Electrical Waste,1.23,True
4,2025-11-04,Packaging Waste,1.81,False
5,2025-11-04,Metal Scrap,66.76,True
5,2025-11-04,Plastic Waste,39.7,True
5,2025-11-04,Electrical Waste,16.85,True
5,2025-11-04,Packaging Waste,25.02,False
1,2025-11-05,Metal Scrap,9.84,True
1,2025-11-05,Plastic Waste,4.23,True
1,2025-11-05,Electrical Waste,2.11,True
1,2025-11-05,Packaging Waste,3.02,False
2,2025-11-05,Metal Scrap,0.32,True
2,2025-11-05,Plastic Waste,0.18,True
2,2025-11-05,Electrical Waste,0.08,True
2,2025-11-05,Packaging Waste,0.11,False
3,2025-11-05,Metal Scrap,21.66,True
3,2025-11-05,Plastic Waste,11.92,True
3,2025-11-05,Electrical Waste,5.34,True
3,2025-11-05,Packaging Waste,7.85,False
4,2025-11-05,Metal Scrap,5.55,True
4,2025-11-05,Plastic Waste,2.76,True
4,2025-11-05,Electrical Waste,1.33,True
4,2025-11-05,Packaging Waste,1.99,False
5,2025-11-05,Metal Scrap,61.58,True
5,2025-11-05,Plastic Waste,28.05,True
5,2025-11-05,Electrical Waste,13.17,True
5,2025-11-05,Packaging Waste,19.39,False
1,2025-11-06,Metal Scrap,8.76,True
1,2025-11-06,Plastic Waste,4.35,True
1,2025-11-06,Electrical Waste,2.17,True
1,2025-11-06,Packaging Waste,3.02,False
2,2025-11-06,Metal Scrap,0.68,True
2,2025-11-06,Plastic Waste,0.31,True
2,2025-11-06,Electrical Waste,0.15,True
2,2025-11-06,Packaging Waste,0.23,False
3,2025-11-06,Metal Scrap,23.05,True
3,2025-11-06,Plastic Waste,13.36,True
3,2025-11-06,Electrical Waste,6.22,True
3,2025-11-06,Packaging Waste,9.34,False
4,2025-11-06,Metal Scrap,4.35,True
4,2025-11-06,Plastic Waste,2.11,True
4,2025-11-06,Electrical Waste,0.86,True
4,2025-11-06,Packaging Waste,1.52,False
5,2025-11-06,Metal Scrap,56.74,True
